Bin Center,Bin Height,Detector,Resolution
346.5,46.0,V02160B,0.5648128235604172
347.5,56.0,V02160B,0.5648128235604172
348.5,58.0,V02160B,0.5648128235604172
349.5,65.0,V02160B,0.5648128235604172
350.5,63.0,V02160B,0.5648128235604172
351.5,110.0,V02160B,0.5648128235604172
352.5,66.0,V02160B,0.5648128235604172
353.5,58.0,V02160B,0.5648128235604172
354.5,55.0,V02160B,0.5648128235604172
355.5,51.0,V02160B,0.5648128235604172
356.5,59.0,V02160B,0.5648128235604172
357.5,48.0,V02160B,0.5648128235604172
358.5,50.0,V02160B,0.5648128235604172
359.5,34.0,V02160B,0.5648128235604172
360.5,43.0,V02160B,0.5648128235604172
361.5,48.0,V02160B,0.5648128235604172
362.5,45.0,V02160B,0.5648128235604172
363.5,56.0,V02160B,0.5648128235604172
364.5,45.0,V02160B,0.5648128235604172
365.5,39.0,V02160B,0.5648128235604172
366.5,38.0,V02160B,0.5648128235604172
367.5,38.0,V02160B,0.5648128235604172
368.5,41.0,V02160B,0.5648128235604172
369.5,51.0,V02160B,0.5648128235604172
370.5,41.0,V02160B,0.5648128235604172
371.5,46.0,V02160B,0.5648128235604172
372.5,36.0,V02160B,0.5648128235604172
373.5,43.0,V02160B,0.5648128235604172
374.5,39.0,V02160B,0.5648128235604172
375.5,31.0,V02160B,0.5648128235604172
376.5,45.0,V02160B,0.5648128235604172
377.5,44.0,V02160B,0.5648128235604172
378.5,44.0,V02160B,0.5648128235604172
379.5,37.0,V02160B,0.5648128235604172
380.5,47.0,V02160B,0.5648128235604172
381.5,39.0,V02160B,0.5648128235604172
382.5,33.0,V02160B,0.5648128235604172
383.5,46.0,V02160B,0.5648128235604172
384.5,36.0,V02160B,0.5648128235604172
385.5,44.0,V02160B,0.5648128235604172
386.5,28.0,V02160B,0.5648128235604172
387.5,49.0,V02160B,0.5648128235604172
388.5,41.0,V02160B,0.5648128235604172
389.5,35.0,V02160B,0.5648128235604172
390.5,29.0,V02160B,0.5648128235604172
391.5,31.0,V02160B,0.5648128235604172
392.5,23.0,V02160B,0.5648128235604172
393.5,28.0,V02160B,0.5648128235604172
394.5,34.0,V02160B,0.5648128235604172
395.5,38.0,V02160B,0.5648128235604172
396.5,33.0,V02160B,0.5648128235604172
397.5,42.0,V02160B,0.5648128235604172
398.5,36.0,V02160B,0.5648128235604172
399.5,22.0,V02160B,0.5648128235604172
400.5,31.0,V02160B,0.5648128235604172
401.5,30.0,V02160B,0.5648128235604172
402.5,40.0,V02160B,0.5648128235604172
403.5,32.0,V02160B,0.5648128235604172
404.5,37.0,V02160B,0.5648128235604172
405.5,36.0,V02160B,0.5648128235604172
406.5,30.0,V02160B,0.5648128235604172
407.5,30.0,V02160B,0.5648128235604172
408.5,26.0,V02160B,0.5648128235604172
409.5,34.0,V02160B,0.5648128235604172
410.5,39.0,V02160B,0.5648128235604172
411.5,24.0,V02160B,0.5648128235604172
412.5,26.0,V02160B,0.5648128235604172
413.5,27.0,V02160B,0.5648128235604172
414.5,27.0,V02160B,0.5648128235604172
415.5,34.0,V02160B,0.5648128235604172
416.5,33.0,V02160B,0.5648128235604172
417.5,23.0,V02160B,0.5648128235604172
418.5,27.0,V02160B,0.5648128235604172
419.5,21.0,V02160B,0.5648128235604172
420.5,32.0,V02160B,0.5648128235604172
421.5,29.0,V02160B,0.5648128235604172
422.5,27.0,V02160B,0.5648128235604172
423.5,27.0,V02160B,0.5648128235604172
424.5,30.0,V02160B,0.5648128235604172
425.5,16.0,V02160B,0.5648128235604172
426.5,24.0,V02160B,0.5648128235604172
427.5,24.0,V02160B,0.5648128235604172
428.5,32.0,V02160B,0.5648128235604172
429.5,28.0,V02160B,0.5648128235604172
